affiliate_id,unified_parent_id,rebate_month,affiliate_name,transaction_count,total_rebate_amount,avg_rebate_amount,distinct_partner_count
1004,1004,2024-06,New Roberttown Auto Body,2,797.6086234500001,398.80431172500005,2
1004,1004,2024-07,New Roberttown Auto Body,2,148.02,74.01,2
1004,1004,2024-08,New Roberttown Auto Body,3,1259.46,419.82,3
1004,1004,2024-09,New Roberttown Auto Body,3,972.01,324.00333333333333,3
1004,1004,2024-10,New Roberttown Auto Body,3,164.73000000000002,54.910000000000004,1
1004,1004,2024-11,New Roberttown Auto Body,1,456.28,456.28,1
1004,1004,2024-12,New Roberttown Auto Body,2,305.47,152.735,2
1004,1004,2025-01,New Roberttown Auto Body,1,531.29,531.29,1
1004,1004,2025-02,New Roberttown Auto Body,4,679.11,169.7775,4
1004,1004,2025-03,New Roberttown Auto Body,1,111.08,111.08,1
1004,1004,2025-04,New Roberttown Auto Body,1,469.45,469.45,1
1004,1004,2025-05,New Roberttown Auto Body,4,1044.4,261.1,1
1004,1004,2025-06,New Roberttown Auto Body,2,420.49,210.245,2
1004,1004,2025-07,New Roberttown Auto Body,2,597.69,298.845,1
1004,1004,2025-08,New Roberttown Auto Body,3,652.1700000000001,217.39000000000001,2
1004,1004,2025-09,New Roberttown Auto Body,1,56.07,56.07,1
1004,1004,2025-11,New Roberttown Auto Body,3,1522.76,507.58666666666664,3
1004,1004,2025-12,New Roberttown Auto Body,5,1024.56,204.91199999999998,3
1004,1004,2026-01,New Roberttown Auto Body,2,931.88,465.94,1
1004,1004,2026-02,New Roberttown Auto Body,1,86.93,86.93,1
1004,1004,2026-03,New Roberttown Auto Body,2,437.48,218.74,2
1004,1004,2026-04,New Roberttown Auto Body,4,1623.22,405.805,3
1005,1005,2024-01,Davis Collision Center,3,987.5300000000001,329.1766666666667,2
1005,1005,2024-03,Davis Collision Center,5,787.49,157.498,5
1005,1005,2024-04,Davis Collision Center,4,782.01,195.5025,3
1005,1005,2024-05,Davis Collision Center,2,933.49,466.745,2
1005,1005,2024-06,Davis Collision Center,2,1034.84,517.42,2
1005,1005,2024-07,Davis Collision Center,5,1549.26,309.852,4
1005,1005,2024-08,Davis Collision Center,2,429.81712345,214.908561725,2
1005,1005,2024-09,Davis Collision Center,1,434.0,434.0,1
1005,1005,2024-10,Davis Collision Center,3,740.3399999999999,246.77999999999997,2
1005,1005,2024-11,Davis Collision Center,2,660.37,330.185,2
1005,1005,2025-01,Davis Collision Center,4,1033.3999999999999,258.34999999999997,3
1005,1005,2025-04,Davis Collision Center,3,1072.18,357.3933333333334,3
1005,1005,2025-05,Davis Collision Center,5,1145.63,229.12600000000003,3
1005,1005,2025-06,Davis Collision Center,2,100.58999999999999,50.294999999999995,1
1005,1005,2025-08,Davis Collision Center,5,628.96,125.792,2
1005,1005,2025-10,Davis Collision Center,3,980.99,326.99666666666667,1
1005,1005,2025-11,Davis Collision Center,2,880.73,440.365,2
1005,1005,2025-12,Davis Collision Center,2,592.72,296.36,2
1005,1005,2026-01,Davis Collision Center,2,599.0,299.5,2
1005,1005,2026-02,Davis Collision Center,3,346.70000000000005,115.56666666666668,3
1005,1005,2026-03,Davis Collision Center,3,1408.69062345,469.56354115,2
1005,1005,2026-04,Davis Collision Center,1,213.48,213.48,1
1006,1006,2024-02,New Carolyn Auto Body,2,342.96,171.48,1
1006,1006,2024-03,New Carolyn Auto Body,2,1144.02,572.01,2
1006,1006,2024-04,New Carolyn Auto Body,2,-56.569999999999965,-28.284999999999982,2
1006,1006,2024-05,New Carolyn Auto Body,3,674.56662345,224.85554115,2
1006,1006,2024-06,New Carolyn Auto Body,3,982.7781234500001,327.5927078166667,3
1006,1006,2024-07,New Carolyn Auto Body,1,557.64,557.64,1
1006,1006,2024-08,New Carolyn Auto Body,1,546.2536234500001,546.2536234500001,1
1006,1006,2024-09,New Carolyn Auto Body,2,215.81,107.905,1
1006,1006,2024-10,New Carolyn Auto Body,2,572.58362345,286.291811725,2
1006,1006,2025-01,New Carolyn Auto Body,2,654.9836234500001,327.49181172500005,2
1006,1006,2025-02,New Carolyn Auto Body,4,1028.84,257.21,3
1006,1006,2025-03,New Carolyn Auto Body,4,-460.7267531,-115.181688275,2
1006,1006,2025-04,New Carolyn Auto Body,1,441.86,441.86,1
1006,1006,2025-05,New Carolyn Auto Body,4,838.77,209.6925,3
1006,1006,2025-06,New Carolyn Auto Body,4,854.24,213.56,3
1006,1006,2025-07,New Carolyn Auto Body,1,46.67,46.67,1
1006,1006,2025-08,New Carolyn Auto Body,3,781.22,260.4066666666667,2
1006,1006,2025-09,New Carolyn Auto Body,4,954.18,238.545,3
1006,1006,2025-11,New Carolyn Auto Body,1,542.87,542.87,1
1006,1006,2025-12,New Carolyn Auto Body,6,1160.7261234500002,193.45435390833336,4
1006,1006,2026-01,New Carolyn Auto Body,5,1923.83,384.76599999999996,3
1006,1006,2026-02,New Carolyn Auto Body,6,2648.42712345,441.40452057500005,4
1006,1006,2026-03,New Carolyn Auto Body,5,1242.1,248.42,4
1006,1006,2026-04,New Carolyn Auto Body,3,597.29,199.09666666666666,1
1008,1008,2024-01,Robinsonshire Auto Body,4,973.1899999999999,243.29749999999999,3
1008,1008,2024-02,Robinsonshire Auto Body,4,633.03,158.2575,2
1008,1008,2024-03,Robinsonshire Auto Body,1,592.9976234500001,592.9976234500001,1
1008,1008,2024-04,Robinsonshire Auto Body,5,1149.00012345,229.80002469000001,2
1008,1008,2024-05,Robinsonshire Auto Body,1,398.85,398.85,1
1008,1008,2024-06,Robinsonshire Auto Body,2,361.20000000000005,180.60000000000002,2
1008,1008,2024-07,Robinsonshire Auto Body,3,1492.12,497.3733333333333,3
1008,1008,2024-09,Robinsonshire Auto Body,1,252.9,252.9,1
1008,1008,2024-10,Robinsonshire Auto Body,2,512.4,256.2,1
1008,1008,2024-11,Robinsonshire Auto Body,3,742.5400000000001,247.51333333333335,2
1008,1008,2025-01,Robinsonshire Auto Body,5,904.64612345,180.92922469,4
1008,1008,2025-02,Robinsonshire Auto Body,2,763.52,381.76,1
1008,1008,2025-03,Robinsonshire Auto Body,1,485.79,485.79,1
1008,1008,2025-04,Robinsonshire Auto Body,6,1460.22412345,243.37068724166667,4
1008,1008,2025-05,Robinsonshire Auto Body,4,838.43,209.6075,2
1008,1008,2025-06,Robinsonshire Auto Body,4,1653.79,413.4475,3
1008,1008,2025-07,Robinsonshire Auto Body,2,210.82,105.41,2
1008,1008,2025-08,Robinsonshire Auto Body,4,887.76,221.94,2
1008,1008,2025-09,Robinsonshire Auto Body,1,598.89512345,598.89512345,1
1008,1008,2025-10,Robinsonshire Auto Body,1,12.22,12.22,1
1008,1008,2025-11,Robinsonshire Auto Body,3,1104.5,368.1666666666667,1
1008,1008,2025-12,Robinsonshire Auto Body,8,1271.6299999999999,158.95374999999999,3
1008,1008,2026-01,Robinsonshire Auto Body,6,1619.03762345,269.83960390833334,4
1008,1008,2026-02,Robinsonshire Auto Body,1,148.79,148.79,1
1008,1008,2026-04,Robinsonshire Auto Body,3,1018.5899999999999,339.53,2
1010,1010,2024-01,Blake Collision Center,1,283.76,283.76,1
1010,1010,2024-02,Blake Collision Center,1,400.92,400.92,1
1010,1010,2024-03,Blake Collision Center,3,1092.92,364.3066666666667,2
1010,1010,2024-04,Blake Collision Center,1,485.03,485.03,1
1010,1010,2024-05,Blake Collision Center,5,1492.5,298.5,4
1010,1010,2024-06,Blake Collision Center,1,489.5,489.5,1
1010,1010,2024-07,Blake Collision Center,5,577.73,115.546,4
1010,1010,2024-08,Blake Collision Center,5,930.2900000000001,186.05800000000002,2
1010,1010,2024-10,Blake Collision Center,4,408.01,102.0025,2
1010,1010,2024-11,Blake Collision Center,1,187.44,187.44,1
1010,1010,2024-12,Blake Collision Center,5,1139.37,227.87399999999997,3
1010,1010,2025-01,Blake Collision Center,1,251.4,251.4,1
1010,1010,2025-02,Blake Collision Center,2,400.82062344999997,200.41031172499999,2
1010,1010,2025-03,Blake Collision Center,3,765.6500000000001,255.2166666666667,2
1010,1010,2025-04,Blake Collision Center,2,545.13,272.565,2
1010,1010,2025-05,Blake Collision Center,2,464.95,232.475,1
1010,1010,2025-07,Blake Collision Center,1,231.78,231.78,1
1010,1010,2025-08,Blake Collision Center,3,515.26,171.75333333333333,2
1010,1010,2025-10,Blake Collision Center,4,886.73252345,221.6831308625,2
1010,1010,2025-11,Blake Collision Center,3,836.5799999999999,278.85999999999996,2
1010,1010,2025-12,Blake Collision Center,6,1484.3300000000002,247.38833333333335,2
1010,1010,2026-01,Blake Collision Center,4,768.33,192.0825,3
1010,1010,2026-02,Blake Collision Center,3,658.73,219.57666666666668,2
1013,1013,2024-01,Port Matthew Auto Body,1,330.26,330.26,1
1013,1013,2024-02,Port Matthew Auto Body,1,388.56,388.56,1
1013,1013,2024-04,Port Matthew Auto Body,4,1548.33262345,387.0831558625,3
1013,1013,2024-05,Port Matthew Auto Body,1,81.87,81.87,1
1013,1013,2024-06,Port Matthew Auto Body,1,516.31,516.31,1
1013,1013,2024-07,Port Matthew Auto Body,2,471.41999999999996,235.70999999999998,2
1013,1013,2024-09,Port Matthew Auto Body,1,490.84,490.84,1
1013,1013,2024-11,Port Matthew Auto Body,2,506.74,253.37,1
1013,1013,2024-12,Port Matthew Auto Body,2,-100.30999999999995,-50.15499999999997,2
1013,1013,2025-02,Port Matthew Auto Body,1,522.11,522.11,1
1013,1013,2025-03,Port Matthew Auto Body,3,552.28,184.09333333333333,2
1013,1013,2025-05,Port Matthew Auto Body,3,660.6,220.20000000000002,1
1013,1013,2025-06,Port Matthew Auto Body,2,618.35,309.175,1
1013,1013,2025-07,Port Matthew Auto Body,4,778.23,194.5575,4
1013,1013,2025-08,Port Matthew Auto Body,3,1297.71,432.57,2
1013,1013,2025-09,Port Matthew Auto Body,2,659.3499999999999,329.67499999999995,1
1013,1013,2025-11,Port Matthew Auto Body,3,1366.87,455.6233333333333,3
1013,1013,2025-12,Port Matthew Auto Body,1,41.42,41.42,1
1013,1013,2026-01,Port Matthew Auto Body,1,476.35,476.35,1
1013,1013,2026-03,Port Matthew Auto Body,3,854.94,284.98,2
1013,1013,2026-04,Port Matthew Auto Body,7,1076.03,153.71857142857144,5
1015,1015,2024-01,Lindsaymouth Auto Body,3,1306.3500000000001,435.45000000000005,3
1015,1015,2024-02,Lindsaymouth Auto Body,2,294.34000000000003,147.17000000000002,1
1015,1015,2024-03,Lindsaymouth Auto Body,2,267.58,133.79,2
1015,1015,2024-04,Lindsaymouth Auto Body,3,395.78000000000003,131.92666666666668,2
1015,1015,2024-05,Lindsaymouth Auto Body,4,552.38,138.095,3
1015,1015,2024-06,Lindsaymouth Auto Body,3,976.71,325.57,2
1015,1015,2024-07,Lindsaymouth Auto Body,2,357.93,178.965,2
1015,1015,2024-08,Lindsaymouth Auto Body,1,514.7,514.7,1
1015,1015,2024-10,Lindsaymouth Auto Body,3,609.25,203.08333333333334,2
1015,1015,2024-11,Lindsaymouth Auto Body,3,1008.55,336.18333333333334,2
1015,1015,2024-12,Lindsaymouth Auto Body,1,492.17,492.17,1
1015,1015,2025-01,Lindsaymouth Auto Body,1,111.4,111.4,1
1015,1015,2025-02,Lindsaymouth Auto Body,4,860.4166234500001,215.10415586250002,3
1015,1015,2025-04,Lindsaymouth Auto Body,3,1514.3000000000002,504.7666666666667,3
1015,1015,2025-06,Lindsaymouth Auto Body,2,498.18212345,249.091061725,2
1015,1015,2025-08,Lindsaymouth Auto Body,4,721.61,180.4025,2
1015,1015,2025-09,Lindsaymouth Auto Body,3,1105.82,368.6066666666666,2
1015,1015,2025-10,Lindsaymouth Auto Body,3,1339.8,446.59999999999997,3
1015,1015,2025-11,Lindsaymouth Auto Body,3,410.37,136.79,2
1015,1015,2025-12,Lindsaymouth Auto Body,6,2080.09,346.6816666666667,3
1015,1015,2026-01,Lindsaymouth Auto Body,3,668.81512345,222.93837448333332,3
1015,1015,2026-02,Lindsaymouth Auto Body,2,622.79,311.395,1
1015,1015,2026-04,Lindsaymouth Auto Body,2,774.9321234500001,387.46606172500003,2
1016,1016,2024-01,South Christianport Auto Body,1,510.13,510.13,1
1016,1016,2024-03,South Christianport Auto Body,2,553.01,276.505,2
1016,1016,2024-05,South Christianport Auto Body,8,2712.42,339.0525,4
1016,1016,2024-06,South Christianport Auto Body,2,538.0799999999999,269.03999999999996,1
1016,1016,2024-07,South Christianport Auto Body,3,839.86,279.9533333333333,2
1016,1016,2024-09,South Christianport Auto Body,5,1610.73,322.146,3
1016,1016,2024-11,South Christianport Auto Body,3,2.200376549999987,0.7334588499999958,2
1016,1016,2024-12,South Christianport Auto Body,1,176.83,176.83,1
1016,1016,2025-01,South Christianport Auto Body,2,382.90999999999997,191.45499999999998,2
1016,1016,2025-02,South Christianport Auto Body,2,835.3899999999999,417.69499999999994,2
1016,1016,2025-03,South Christianport Auto Body,1,70.13,70.13,1
1016,1016,2025-05,South Christianport Auto Body,4,1672.69362345,418.1734058625,3
1016,1016,2025-07,South Christianport Auto Body,1,37.6,37.6,1
1016,1016,2025-08,South Christianport Auto Body,6,1188.1799999999998,198.02999999999997,3
1016,1016,2025-09,South Christianport Auto Body,5,1721.60462345,344.32092468999997,3
1016,1016,2025-10,South Christianport Auto Body,1,121.78,121.78,1
1016,1016,2025-11,South Christianport Auto Body,4,875.01,218.7525,2
1016,1016,2025-12,South Christianport Auto Body,1,404.75,404.75,1
1016,1016,2026-01,South Christianport Auto Body,1,324.42,324.42,1
1016,1016,2026-02,South Christianport Auto Body,1,296.58,296.58,1
1016,1016,2026-03,South Christianport Auto Body,2,159.54,79.77,1
1016,1016,2026-04,South Christianport Auto Body,1,80.91,80.91,1
1017,1017,2024-01,Calderon Collision Center,3,995.3699999999999,331.78999999999996,1
1017,1017,2024-02,Calderon Collision Center,1,478.04,478.04,1
1017,1017,2024-03,Calderon Collision Center,3,591.9000000000001,197.30000000000004,2
1017,1017,2024-04,Calderon Collision Center,1,186.74,186.74,1
1017,1017,2024-06,Calderon Collision Center,3,1148.15,382.7166666666667,2
1017,1017,2024-07,Calderon Collision Center,4,986.22112345,246.5552808625,3
1017,1017,2024-08,Calderon Collision Center,4,659.83,164.9575,1
1017,1017,2024-09,Calderon Collision Center,4,1331.69,332.9225,3
1017,1017,2024-10,Calderon Collision Center,2,833.31,416.655,2
1017,1017,2024-11,Calderon Collision Center,2,856.52,428.26,1
1017,1017,2024-12,Calderon Collision Center,5,899.21,179.842,3
1017,1017,2025-01,Calderon Collision Center,5,803.72,160.744,2
1017,1017,2025-03,Calderon Collision Center,5,1908.3799999999999,381.676,3
1017,1017,2025-04,Calderon Collision Center,3,117.63000000000001,39.21,2
1017,1017,2025-06,Calderon Collision Center,2,587.79,293.895,2
1017,1017,2025-07,Calderon Collision Center,5,1889.81,377.962,3
1017,1017,2025-08,Calderon Collision Center,1,247.24,247.24,1
1017,1017,2025-09,Calderon Collision Center,4,668.36,167.09,2
1017,1017,2025-10,Calderon Collision Center,4,550.98,137.745,2
1017,1017,2025-11,Calderon Collision Center,1,348.21,348.21,1
1017,1017,2025-12,Calderon Collision Center,2,710.27,355.135,2
1017,1017,2026-01,Calderon Collision Center,5,232.96,46.592,2
1017,1017,2026-02,Calderon Collision Center,1,272.19,272.19,1
1017,1017,2026-03,Calderon Collision Center,1,572.93,572.93,1
1018,1018,2024-01,Barbaraland Auto Body,3,1142.46,380.82,2
1018,1018,2024-02,Barbaraland Auto Body,8,1912.9099999999999,239.11374999999998,3
1018,1018,2024-04,Barbaraland Auto Body,4,1537.45,384.3625,2
1018,1018,2024-05,Barbaraland Auto Body,1,504.63,504.63,1
1018,1018,2024-06,Barbaraland Auto Body,2,535.46,267.73,2
1018,1018,2024-07,Barbaraland Auto Body,4,1192.1499999999999,298.03749999999997,2
1018,1018,2024-08,Barbaraland Auto Body,3,910.64512345,303.54837448333336,2
1018,1018,2024-09,Barbaraland Auto Body,5,1345.68162345,269.13632469,2
1018,1018,2024-10,Barbaraland Auto Body,2,707.46,353.73,1
1018,1018,2024-11,Barbaraland Auto Body,2,267.35,133.675,2
1018,1018,2024-12,Barbaraland Auto Body,3,742.14972345,247.38324115,1
1018,1018,2025-01,Barbaraland Auto Body,4,364.15,91.0375,3
1018,1018,2025-02,Barbaraland Auto Body,2,643.44,321.72,2
1018,1018,2025-03,Barbaraland Auto Body,3,745.11,248.37,1
1018,1018,2025-04,Barbaraland Auto Body,4,217.55,54.3875,3
1018,1018,2025-06,Barbaraland Auto Body,2,571.01,285.505,2
1018,1018,2025-07,Barbaraland Auto Body,2,450.25,225.125,2
1018,1018,2025-08,Barbaraland Auto Body,2,797.51,398.755,2
1018,1018,2025-09,Barbaraland Auto Body,2,571.22462345,285.612311725,1
1018,1018,2025-10,Barbaraland Auto Body,2,803.7,401.85,2
1018,1018,2025-11,Barbaraland Auto Body,1,-501.98562345,-501.98562345,1
1018,1018,2025-12,Barbaraland Auto Body,3,429.86,143.28666666666666,2
1018,1018,2026-01,Barbaraland Auto Body,2,862.38,431.19,2
1018,1018,2026-02,Barbaraland Auto Body,1,556.2,556.2,1
1018,1018,2026-03,Barbaraland Auto Body,3,820.5081234500001,273.5027078166667,2
1018,1018,2026-04,Barbaraland Auto Body,4,540.4,135.1,3
1019,1019,2024-02,Lake Jeremyport Auto Body,3,306.78999999999996,102.26333333333332,2
1019,1019,2024-03,Lake Jeremyport Auto Body,3,490.15,163.38333333333333,1
1019,1019,2024-04,Lake Jeremyport Auto Body,2,781.01,390.505,1
1019,1019,2024-05,Lake Jeremyport Auto Body,2,435.5,217.75,1
1019,1019,2024-07,Lake Jeremyport Auto Body,4,969.69,242.4225,2
1019,1019,2024-08,Lake Jeremyport Auto Body,4,532.0799999999999,133.01999999999998,3
1019,1019,2024-09,Lake Jeremyport Auto Body,3,1098.76,366.25333333333333,3
1019,1019,2024-10,Lake Jeremyport Auto Body,3,871.0,290.3333333333333,2
1019,1019,2024-11,Lake Jeremyport Auto Body,2,739.24,369.62,2
1019,1019,2024-12,Lake Jeremyport Auto Body,5,1716.66,343.332,2
1019,1019,2025-01,Lake Jeremyport Auto Body,2,818.68862345,409.344311725,2
1019,1019,2025-02,Lake Jeremyport Auto Body,3,277.44612345,92.48204115,2
1019,1019,2025-05,Lake Jeremyport Auto Body,6,1151.8799999999999,191.98,3
1019,1019,2025-07,Lake Jeremyport Auto Body,4,1717.76312345,429.4407808625,3
1019,1019,2025-08,Lake Jeremyport Auto Body,3,398.09000000000003,132.6966666666667,2
1019,1019,2025-09,Lake Jeremyport Auto Body,1,479.57,479.57,1
1019,1019,2025-10,Lake Jeremyport Auto Body,1,277.53,277.53,1
1019,1019,2025-11,Lake Jeremyport Auto Body,3,708.56,236.18666666666664,3
1019,1019,2025-12,Lake Jeremyport Auto Body,2,275.21000000000004,137.60500000000002,2
1019,1019,2026-01,Lake Jeremyport Auto Body,4,1476.97,369.2425,2
1019,1019,2026-02,Lake Jeremyport Auto Body,5,861.19,172.238,3
1019,1019,2026-03,Lake Jeremyport Auto Body,3,561.9599999999999,187.31999999999996,3
1021,5002,2024-02,Port Craig Auto Body,4,1423.22762345,355.8069058625,2
1021,5002,2024-03,Port Craig Auto Body,1,115.95,115.95,1
1021,5002,2024-04,Port Craig Auto Body,2,495.29999999999995,247.64999999999998,2
1021,5002,2024-05,Port Craig Auto Body,1,95.44,95.44,1
1021,5002,2024-06,Port Craig Auto Body,4,620.09,155.0225,2
1021,5002,2024-07,Port Craig Auto Body,2,1029.2,514.6,1
1021,5002,2024-08,Port Craig Auto Body,1,359.27,359.27,1
1021,5002,2024-10,Port Craig Auto Body,3,504.30912345,168.10304115,2
1021,5002,2024-11,Port Craig Auto Body,3,-65.95999999999992,-21.98666666666664,3
1021,5002,2024-12,Port Craig Auto Body,4,817.75,204.4375,2
1021,5002,2025-01,Port Craig Auto Body,3,77.21000000000001,25.736666666666668,2
1021,5002,2025-03,Port Craig Auto Body,3,534.27,178.09,2
1021,5002,2025-04,Port Craig Auto Body,3,879.8199999999999,293.2733333333333,3
1021,5002,2025-05,Port Craig Auto Body,5,1128.58,225.71599999999998,2
1021,5002,2025-06,Port Craig Auto Body,2,1148.92162345,574.460811725,2
1021,5002,2025-07,Port Craig Auto Body,3,707.31,235.76999999999998,3
1021,5002,2025-08,Port Craig Auto Body,2,597.97312345,298.986561725,2
1021,5002,2025-09,Port Craig Auto Body,5,717.19,143.43800000000002,3
1021,5002,2025-10,Port Craig Auto Body,2,571.31,285.655,1
1021,5002,2025-11,Port Craig Auto Body,2,956.85,478.425,2
1021,5002,2026-01,Port Craig Auto Body,4,1377.82,344.455,2
1021,5002,2026-02,Port Craig Auto Body,3,1237.05562345,412.35187448333335,2
1021,5002,2026-03,Port Craig Auto Body,1,460.45,460.45,1
1021,5002,2026-04,Port Craig Auto Body,2,644.68,322.34,2
1022,5001,2024-01,Shawnstad Auto Body,3,643.89,214.63,3
1022,5001,2024-02,Shawnstad Auto Body,1,418.03,418.03,1
1022,5001,2024-03,Shawnstad Auto Body,2,906.92412345,453.462061725,2
1022,5001,2024-04,Shawnstad Auto Body,7,2053.6277469,293.3753924142857,3
1022,5001,2024-07,Shawnstad Auto Body,3,1238.12,412.70666666666665,3
1022,5001,2024-08,Shawnstad Auto Body,4,824.87,206.2175,3
1022,5001,2024-11,Shawnstad Auto Body,2,581.95,290.975,2
1022,5001,2024-12,Shawnstad Auto Body,1,522.43,522.43,1
1022,5001,2025-01,Shawnstad Auto Body,1,175.88,175.88,1
1022,5001,2025-03,Shawnstad Auto Body,4,992.55,248.1375,2
1022,5001,2025-04,Shawnstad Auto Body,6,2167.49,361.2483333333333,4
1022,5001,2025-06,Shawnstad Auto Body,1,118.36,118.36,1
1022,5001,2025-07,Shawnstad Auto Body,4,769.8499999999999,192.46249999999998,3
1022,5001,2025-08,Shawnstad Auto Body,1,355.48,355.48,1
1022,5001,2025-09,Shawnstad Auto Body,1,279.09,279.09,1
1022,5001,2025-11,Shawnstad Auto Body,1,295.61,295.61,1
1022,5001,2025-12,Shawnstad Auto Body,3,1278.4299999999998,426.14333333333326,2
1022,5001,2026-01,Shawnstad Auto Body,4,740.1099999999999,185.02749999999997,4
1022,5001,2026-02,Shawnstad Auto Body,1,50.6,50.6,1
1022,5001,2026-03,Shawnstad Auto Body,1,367.32,367.32,1
1022,5001,2026-04,Shawnstad Auto Body,3,595.04,198.34666666666666,2
1024,5002,2024-01,Jacquelineland Auto Body,1,385.75,385.75,1
1024,5002,2024-02,Jacquelineland Auto Body,1,97.23,97.23,1
1024,5002,2024-03,Jacquelineland Auto Body,3,865.4200000000001,288.47333333333336,1
1024,5002,2024-04,Jacquelineland Auto Body,5,1330.94,266.188,4
1024,5002,2024-05,Jacquelineland Auto Body,1,205.05,205.05,1
1024,5002,2024-06,Jacquelineland Auto Body,1,569.56,569.56,1
1024,5002,2024-07,Jacquelineland Auto Body,2,297.0,148.5,2
1024,5002,2024-08,Jacquelineland Auto Body,1,486.89,486.89,1
1024,5002,2024-09,Jacquelineland Auto Body,5,1635.32162345,327.06432469000003,4
1024,5002,2024-10,Jacquelineland Auto Body,4,518.0500000000001,129.51250000000002,3
1024,5002,2024-11,Jacquelineland Auto Body,3,975.04,325.0133333333333,2
1024,5002,2024-12,Jacquelineland Auto Body,2,588.72,294.36,2
1024,5002,2025-01,Jacquelineland Auto Body,3,739.14,246.38,3
1024,5002,2025-02,Jacquelineland Auto Body,2,765.24412345,382.622061725,2
1024,5002,2025-03,Jacquelineland Auto Body,1,435.81,435.81,1
1024,5002,2025-04,Jacquelineland Auto Body,5,1321.18,264.236,3
1024,5002,2025-05,Jacquelineland Auto Body,4,1304.23,326.0575,2
1024,5002,2025-06,Jacquelineland Auto Body,4,1141.76,285.44,2
